WAVELENGTH	THROUGHPUT
3080.894775390625	4.82309288248797e-08
3090.0	4.654504724129869e-08
3090.897216796875	4.637506797226104e-08
3100.0	4.879333882749433e-08
3100.899658203125	4.9036200308174085e-08
3110.0	4.454806065018831e-08
3110.902099609375	4.410285970216069e-08
3120.0	3.833070751418628e-08
3120.90478515625	3.775324684896288e-08
3130.0	3.586085157645821e-08
3130.9072265625	3.567501247055155e-08
3140.0	4.0774097968586714e-08
3140.909912109375	4.1281330908578404e-08
3150.0	3.073593772732327e-08
3150.912353515625	2.9680205577957444e-08
3160.0	4.073627569294767e-08
3160.914794921875	4.184647697346307e-08
3170.0	3.3256646042645155e-08
3170.917236328125	3.2392297185676764e-08
3180.0	3.739150594180227e-08
3180.919921875	3.7895035514520076e-08
3190.0	3.8124438997332424e-08
3190.92236328125	3.815085047474577e-08
3200.0	4.20181792073801e-08
3200.9248046875	4.240449422690639e-08
3210.0	3.268208875214138e-08
3210.927490234375	3.169246649382624e-08
3220.0	3.7568459560462636e-08
3220.929931640625	3.816727416033846e-08
3230.0	4.10890498161747e-08
3230.9326171875	4.139245456780068e-08
3240.0	3.748640068504242e-08
3240.93505859375	3.7080738756812234e-08
3250.0	4.6474069497938795e-08
3250.9375	4.744807032288304e-08
3260.0	4.7257328251476534e-08
3260.940185546875	4.723360695039598e-08
3270.0	3.765509526980573e-08
3270.942626953125	3.66629928503494e-08
3280.0	5.310944263853903e-08
3280.9453125	5.4820402244562036e-08
3290.0	4.7251253498994245e-08
3290.94775390625	4.646402637032646e-08
3300.0	4.829310899141987e-08
3300.9501953125	4.8480927355468814e-08
3310.0	5.162247057356166e-08
3310.952880859375	5.195716152208558e-08
3320.0	6.258265331257883e-08
3320.955322265625	6.369863290935583e-08
3330.0	5.289724170394098e-08
3330.9580078125	5.175919225841569e-08
3340.0	5.98249282427141e-08
3340.96044921875	6.067604622131597e-08
3350.0	7.130426350469343e-08
3350.962890625	7.244088299070227e-08
3360.0	8.321792772572136e-08
3360.965576171875	8.436158846769678e-08
3370.0	8.549626176681003e-08
3370.968017578125	8.562500252770895e-08
3380.0	9.348587771795596e-08
3380.970703125	9.432222222127072e-08
3390.0	9.652308879254783e-08
3390.97314453125	9.676824800621903e-08
3400.0	9.520095937711748e-08
3400.975830078125	9.497577356933527e-08
3410.0	7.90815417123033e-08
3410.978271484375	7.737622028621269e-08
3420.0	9.025235444221718e-08
3420.98095703125	9.163615034209316e-08
3430.0	8.361091407695581e-08
3430.9833984375	8.274807314593415e-08
3440.0	6.612002791065896e-08
3440.986083984375	6.430647003861956e-08
3450.0	7.451473983049787e-08
3450.988525390625	7.563285046462121e-08
3460.0	6.157566924701119e-08
3460.9912109375	6.00332640821869e-08
3470.0	6.349639054777244e-08
3470.99365234375	6.387546627149586e-08
3480.0	6.742792965869432e-08
3480.996337890625	6.782382992261012e-08
3490.0	7.150545763665342e-08
3490.998779296875	7.190479272965757e-08
3500.0	6.093263753589443e-08
3501.00146484375	5.972548119834568e-08
3510.0	6.28645215604483e-08
3511.00390625	6.320671790597855e-08
3520.0	5.789943588435419e-08
3521.006591796875	5.7314633066303654e-08
3530.0	8.268310292334087e-08
3531.009033203125	8.550346179197554e-08
3540.0	8.346520782611201e-08
3541.01171875	8.324448372141609e-08
3550.0	1.0860947171786081e-07
3551.014404296875	1.1144334014094188e-07
3560.0	1.2766802926303078e-07
3561.016845703125	1.2948991811118956e-07
3570.0	1.696200094220904e-07
3571.019287109375	1.7415433531083826e-07
3580.0	1.9725455004773492e-07
3581.02197265625	1.9984716736010076e-07
3590.0	2.162146639447409e-07
3591.024658203125	2.1808697251506876e-07
3600.0	2.0621803082315186e-07
3601.027099609375	2.0505566892509626e-07
3610.0	2.3610846751587198e-07
3611.02978515625	2.3970155263157564e-07
3620.0	2.662013620928877e-07
3621.0322265625	2.6923566094549245e-07
3630.0	2.877012988649486e-07
3631.034912109375	2.898323177216925e-07
3640.0	3.704548668831525e-07
3641.03759765625	3.798391013715582e-07
3650.0	3.941887934547166e-07
3651.0400390625	3.958227300244548e-07
3660.0	3.901408627777151e-07
3661.04248046875	3.895138387622772e-07
3670.0	3.422146598397223e-07
3671.045166015625	3.366490232489293e-07
3680.0	2.4854619815628876e-07
3681.0478515625	2.3821603139068286e-07
3690.0	1.7111034110898807e-07
3691.05029296875	1.6323631856372246e-07
3700.0	1.0621667093280852e-07
3701.052978515625	9.947953932951324e-08
3710.0	7.861707750730447e-08
3711.0556640625	7.615752600974717e-08
3720.0	6.812613916222303e-08
3721.05810546875	6.716708346837681e-08
3730.0	4.4916731153152115e-08
3731.060791015625	4.227186021771262e-08
3740.0	5.8423001921408234e-08
3741.063232421875	6.035338034674617e-08
3750.0	5.148428663790733e-08
3751.06591796875	5.041871480417467e-08
3760.0	6.162631318687358e-08
3761.068603515625	6.297532060285442e-08
3770.0	5.967297007127132e-08
3771.071044921875	5.927025820500988e-08
3780.0	5.6931136911442926e-08
3781.07373046875	5.664926550090721e-08
3790.0	5.2791009683193415e-08
3791.076416015625	5.23296717439294e-08
3800.0	7.094868556643856e-08
3801.078857421875	7.323009280118355e-08
3810.0	4.708692947605447e-08
3811.08154296875	4.3898700552543936e-08
3820.0	6.083566200895422e-08
3821.083984375	6.291191685691582e-08
3830.0	7.29322286552009e-08
3831.086669921875	7.41542905047265e-08
3840.0	6.326931673322504e-08
3841.08935546875	6.193693075561746e-08
3850.0	7.891446955542453e-08
3851.091796875	8.100034985159458e-08
3860.0	9.50791264027077e-08
3861.094482421875	9.681831914731226e-08
3870.0	1.4060761707598603e-07
3871.09716796875	1.4604629022661e-07
3880.0	2.235308068719985e-07
3881.099609375	2.3313992678214425e-07
3890.0	3.6809521592652416e-07
3891.102294921875	3.849007583869738e-07
3900.0	7.280165598016598e-07
3901.10498046875	7.709336506282686e-07
3910.0	1.2832539114157914e-06
3911.107421875	1.3473079384363014e-06
3920.0	2.3159282181989314e-06
3921.110107421875	2.437496897685777e-06
3930.0	3.992327939340491e-06
3931.11279296875	4.188396287526807e-06
3940.0	6.293703648946173e-06
3941.115478515625	6.558941772657637e-06
3950.0	9.419148742586059e-06
3951.117919921875	9.780924980185617e-06
3960.0	1.330870076618952e-05
3961.12060546875	1.3757418888577378e-05
3970.0	1.7874292440377997e-05
3971.123291015625	1.8396420242229976e-05
3980.0	2.3141499670240003e-05
3981.125732421875	2.37463098185039e-05
3990.0	2.8786093009212144e-05
3991.12841796875	2.9432993407818726e-05
4000.0	3.826785787404059e-05
4001.131103515625	3.938044901465563e-05
4010.0	4.830698928974454e-05
4011.133544921875	4.944940200291516e-05
4020.0	6.150905336381033e-05
4021.13623046875	6.3062681112302e-05
4030.0	8.066477203212772e-05
4031.138916015625	8.292915924963157e-05
4040.0	0.00010728632522665542
4041.1416015625	0.00011043036462784402
4050.0	0.00011893285145687145
4051.14404296875	0.00012004467729729432
4051.343994140625	0.00011829702290014505
4051.544189453125	0.00011579722366034796
4051.744140625	0.00012181950272561475
4051.9443359375	0.00011931963494718867
4052.144287109375	0.00011782221909858991
4052.344482421875	0.0001190823402050571
4052.54443359375	0.00012635971048688839
4052.744384765625	0.00012310735448146313
4052.944580078125	0.00012336500899936637
4053.14453125	0.0001193598323229498
4053.3447265625	0.00012011884381523708
4053.544677734375	0.00013316636127742634
4053.744873046875	0.0001243959019956945
4053.94482421875	0.00012966993867539746
4054.14501953125	0.00012039664472780412
4054.344970703125	0.0001291828264220044
4054.544921875	0.00012617980777923003
4054.7451171875	0.00012819385817643754
4054.945068359375	0.0001276992779226857
4055.14501953125	0.00013247347248850088
4055.34521484375	0.0001297209007154115
4055.545166015625	0.000129728178273004
4055.745361328125	0.0001302373502225059
4055.9453125	0.00013200132270888213
4056.1455078125	0.00013878484095554487
4056.345458984375	0.00013703577828427202
4056.54541015625	0.00014131038634113602
4056.74560546875	0.0001368001492973854
4056.945556640625	0.00013354450097131354
4057.145751953125	0.00014334247090366822
4057.345703125	0.00014309945595517243
4057.5458984375	0.00014837988854751163
4057.745849609375	0.00014286445103615597
4057.94580078125	0.0001451322962770857
4058.14599609375	0.0001406205282204731
4058.345947265625	0.0001421351236883892
4058.5458984375	0.000144403338637598
4058.74609375	0.00014817869511538244
4058.946044921875	0.00015019633436160474
4059.146240234375	0.00014970240373085692
4059.34619140625	0.00015121794585623108
4059.54638671875	0.00015775781289881262
4059.746337890625	0.00014997882577519062
4059.9462890625	0.0001617952616514892
4060.0	0.0001602473747708833
4060.146484375	0.0001560236324575211
4060.346435546875	0.00015829095901525992
4060.54638671875	0.0001582970718429894
4060.74658203125	0.00016056466817544038
4060.94677734375	0.00016710427799404936
4061.146728515625	0.00016283871198153786
4061.3466796875	0.00016787109124919648
4061.546875	0.00016159472425369614
4061.746826171875	0.00016863802937696305
4061.947021484375	0.00017166054403257368
4062.14697265625	0.00017041045506138868
4062.346923828125	0.00016689810958235525
4062.547119140625	0.0001741940496018978
4062.7470703125	0.00016841922831855005
4062.947265625	0.00017194508706059642
4063.147216796875	0.0001719517254376655
4063.347412109375	0.00017371817453677515
4063.54736328125	0.0001779988653034626
4063.747314453125	0.0001792628577492224
4063.947509765625	0.00018253836546316949
4064.1474609375	0.00018531126075721637
4064.347412109375	0.00018632421208736828
4064.547607421875	0.0001870857870291124
4064.74755859375	0.0001792974776267479
4064.94775390625	0.00019162684643101173
4065.147705078125	0.00018911938324250602
4065.347900390625	0.00018409670095372445
4065.5478515625	0.0001878764341144391
4065.747802734375	0.0001883867281982598
4065.947998046875	0.0001909092873500903
4066.14794921875	0.0001868920505761349
4066.34814453125	0.00019343947584799686
4066.548095703125	0.0001964656169457006
4066.748291015625	0.00019496383550126348
4066.9482421875	0.00020427966499245758
4067.148193359375	0.00020101693419732382
4067.348388671875	0.0002005215185430909
4067.54833984375	0.00020254208022539583
4067.748291015625	0.00020028537670158575
4067.948486328125	0.0002068353386453629
4068.1484375	0.00021439236289746147
4068.3486328125	0.0002176720179727245
4068.548583984375	0.00021491221797143988
4068.748779296875	0.00020686728453971697
4068.94873046875	0.00020964367947642922
4069.148681640625	0.00021116185614346276
4069.348876953125	0.000211925101837039
4069.548828125	0.00021923264039160113
4069.7490234375	0.00022150651849763415
4069.948974609375	0.00021169791688619832
4070.0	0.0002147154723530769
4070.149169921875	0.0002235374335054314
4070.34912109375	0.00022279077430371346
4070.54931640625	0.0002283378480103461
4070.749267578125	0.00023464061278070364
4070.94921875	0.00022634120698563612
4071.1494140625	0.00023037838525351347
4071.349365234375	0.00022963185801770436
4071.54931640625	0.00022762627546070747
4071.74951171875	0.0002384627740962181
4071.949462890625	0.0002344428307319758
4072.149658203125	0.0002450286056174088
4072.349609375	0.00024176409741624705
4072.5498046875	0.00024101784313429876
4072.749755859375	0.00024984208285054306
4072.94970703125	0.00024405874110882268
4073.14990234375	0.00024306060751227743
4073.349853515625	0.000247855768225483
4073.550048828125	0.00025794111479436865
4073.75	0.00025744718796706894
4073.9501953125	0.0002559455912499989
4074.150146484375	0.00025645923094361775
4074.35009765625	0.0002607519467995638
4074.55029296875	0.0002569828052583237
4074.750244140625	0.0002670707928766997
4074.9501953125	0.0002693487036903477
4075.150390625	0.00026809916052002825
4075.350341796875	0.0002731491017646485
4075.550537109375	0.0002650958419210839
4075.75048828125	0.00027695008058977697
4075.95068359375	0.0002827570300046776
4076.150634765625	0.0002804996460990393
4076.3505859375	0.0002747136973944853
4076.55078125	0.0002774966660500052
4076.750732421875	0.00029641109724379337
4076.95068359375	0.00028457562782241305
4077.15087890625	0.00027929310478114417
4077.350830078125	0.00028610995554044874
4077.551025390625	0.00029292731119947
4077.751220703125	0.00028739236579204756
4077.951171875	0.00029118502872186236
4078.151123046875	0.0003010288062972
4078.351318359375	0.00029826694563821085
4078.55126953125	0.0003048339477835145
4078.751220703125	0.0003071149242509443
4078.951416015625	0.0003212475271085683
4079.1513671875	0.00030890366871775843
4079.3515625	0.00031547206689605273
4079.551513671875	0.0003187625858841341
4079.751708984375	0.00032003578026974517
4079.95166015625	0.0003248399456619876
4080.0	0.0003240503071597866
4080.151611328125	0.00032157776882614557
4080.351806640625	0.00032916255860832434
4080.5517578125	0.0003347301387133109
4080.751708984375	0.0003299557201115436
4080.951904296875	0.0003418308832757849
4081.15185546875	0.00034159753890611035
4081.35205078125	0.0003436348763670856
4081.552001953125	0.00035273726143349263
4081.752197265625	0.00034670086789578836
4081.9521484375	0.0003530286394468845
4082.152099609375	0.000357590612547006
4082.352294921875	0.0003518058869633804
4082.55224609375	0.00036141601502859744
4082.75244140625	0.000368503199328884
4082.952392578125	0.0003697856731489308
4083.152587890625	0.0003677867398618127
4083.3525390625	0.0003781571787323161
4083.552490234375	0.00037464370560008864
4083.752685546875	0.00038122866176121473
4083.95263671875	0.0003837745906980805
4084.152587890625	0.0003837958217645241
4084.352783203125	0.00039189743195046963
4084.552734375	0.00039419184024389785
4084.7529296875	0.0003937085873295312
4084.952880859375	0.0004000442244290653
4085.153076171875	0.0004078959512902317
4085.35302734375	0.00041069691560681086
4085.552978515625	0.0004084462753294292
4085.753173828125	0.00041554192794623495
4085.953125	0.0004254172297691379
4086.1533203125	0.00042341966337496305
4086.353271484375	0.0004325385266536779
4086.553466796875	0.0004277618674964727
4086.75341796875	0.00043359713365127795
4086.95361328125	0.0004358953515438518
4087.153564453125	0.0004409736398213657
4087.353515625	0.0004437779361358921
4087.5537109375	0.00044784626371720466
4087.753662109375	0.0004582337301089786
4087.95361328125	0.00045522590388703333
4088.15380859375	0.00046409833374063254
4088.353759765625	0.0004572986397012517
4088.553955078125	0.00047274505935802343
4088.75390625	0.0004763106843353701
4088.9541015625	0.00047734840043583835
4089.154052734375	0.00047939753716532666
4089.35400390625	0.0004877684471481041
4089.55419921875	0.0004834965789485648
4089.754150390625	0.0004949032848962225
4089.9541015625	0.0005020119344323154
4090.0	0.0005016704078910568
4090.154296875	0.0005005155194100188
4090.354248046875	0.0005038225064936768
4090.554443359375	0.0005119354612632298
4090.75439453125	0.0005228313173389183
4090.95458984375	0.0005205746531802001
4091.154541015625	0.0005307127969914528
4091.3544921875	0.0005340215501849535
4091.5546875	0.0005398603574494432
4091.754638671875	0.0005446876065241066
4091.954833984375	0.0005543223397424579
4092.15478515625	0.0005495361336259067
4092.35498046875	0.0005546173739669748
4092.554931640625	0.000556156523402997
4092.7548828125	0.0005571897666821999
4092.955078125	0.0005749242508517735
4093.155029296875	0.0005744399777605409
4093.35498046875	0.000578763851126997
4093.55517578125	0.0005927049351880647
4093.755126953125	0.0005864003074902232
4093.955322265625	0.0005975587985183745
4094.1552734375	0.0006056808005155342
4094.35546875	0.0006125378219136946
4094.555419921875	0.0006102829093722572
4094.755615234375	0.0006189126788712521
4094.95556640625	0.0006270366546264963
4095.155517578125	0.0006369333733283165
4095.355712890625	0.0006351854618387213
4095.5556640625	0.0006514125447541522
4095.755859375	0.0006453609223886413
4095.955810546875	0.0006605768374151728
4096.15576171875	0.0006666786543349141
4096.35595703125	0.0006623993267759979
4096.55615234375	0.0006806563944316867
4096.755859375	0.0006903049003030245
4096.9560546875	0.0006847598545969232
4097.15625	0.000691370274240374
4097.35595703125	0.0007065919268015579
4097.55615234375	0.0007119373431429957
4097.75634765625	0.0007129774689279604
4097.95654296875	0.0007173103649305415
4098.15625	0.0007338018353298476
4098.3564453125	0.000733576320892237
4098.556640625	0.0007447500948837256
4098.75634765625	0.0007478181600298049
4098.95654296875	0.0007551932603451211
4099.15673828125	0.0007623156004526607
4099.35693359375	0.0007777991515506007
4099.556640625	0.0007783352454631375
4099.7568359375	0.0007783647569377873
4099.95703125	0.0007981581609047939
4100.0	0.0008000727997283086
4100.15673828125	0.0008070570051473405
4100.35693359375	0.000813169116182164
4100.55712890625	0.0008195350711366391
4100.75732421875	0.0008405999913486944
4100.95703125	0.0008487413303696883
4101.1572265625	0.0008437045553381889
4101.357421875	0.0008602106506476301
4101.55712890625	0.0008615102800681289
4101.75732421875	0.0008655981960180079
4101.95751953125	0.0008772908980834512
4102.1572265625	0.0008849285228207525
4102.357421875	0.0009014392702158973
4102.5576171875	0.0009118669889658756
4102.7578125	0.0009215350219942912
4102.95751953125	0.0009281613934241846
4103.15771484375	0.0009383377822803561
4103.35791015625	0.0009363448081008161
4103.5576171875	0.0009561573622142878
4103.7578125	0.0009739428829635449
4103.9580078125	0.0009757545982687116
4104.158203125	0.000988470625653511
4104.35791015625	0.0009933259724180692
4104.55810546875	0.0010055365250236771
4104.75830078125	0.0010243415866960223
4104.9580078125	0.0010284381008600178
4105.158203125	0.0010429338509862838
4105.3583984375	0.0010526114676104494
4105.55810546875	0.001054933949637653
4105.75830078125	0.0010757738370231822
4105.95849609375	0.0010852001962530975
4106.15869140625	0.0010953881580408487
4106.3583984375	0.0011027861946503758
4106.55859375	0.0011152590561262412
4106.7587890625	0.0011361052521573413
4106.95849609375	0.0011473115603758896
4107.15869140625	0.0011534441964701045
4107.35888671875	0.001183428586682716
4107.55908203125	0.0011895630402179748
4107.7587890625	0.0011987429582285632
4107.958984375	0.001211983980438069
4108.1591796875	0.001235630706522093
4108.35888671875	0.0012443057457309904
4108.55908203125	0.0012611029540767135
4108.75927734375	0.001274602146537067
4108.958984375	0.0012787111035493961
4109.1591796875	0.001286373868431251
4109.359375	0.0013171360036317355
4109.5595703125	0.0013192163710961356
4109.75927734375	0.001332719908840467
4109.95947265625	0.0013408937653523565
4110.0	0.001345169508615551
4110.15966796875	0.0013620339656246168
4110.359375	0.001380641913676559
4110.5595703125	0.0014055996107796497
4110.759765625	0.0014130401924175402
4110.95947265625	0.0014298763253164418
4111.15966796875	0.0014459529180687806
4111.35986328125	0.0014716815845251562
4111.56005859375	0.0014816668133663265
4111.759765625	0.0014926688821314822
4111.9599609375	0.0015153562661031732
4112.16015625	0.0015314417621573077
4112.35986328125	0.0015538794612801612
4112.56005859375	0.001586481566068891
4112.76025390625	0.0015906331231345173
4112.96044921875	0.0016245109242174506
4113.16015625	0.001639082194718261
4113.3603515625	0.0016602615402844518
4113.560546875	0.001676106906587583
4113.7607421875	0.0016942412959344345
4113.96044921875	0.0017017035715388622
4114.16064453125	0.0017294990212760564
4114.36083984375	0.0017461141990758851
4114.560546875	0.001768322779970526
4114.7607421875	0.0017938385963028106
4114.9609375	0.001794953372001633
4115.16064453125	0.0018227612202712032
4115.36083984375	0.0018520975786437204
4115.56103515625	0.0018849968460422132
4115.76123046875	0.0018820484352618568
4115.9609375	0.0019192753209206694
4116.1611328125	0.0019516749676480758
4116.361328125	0.0019571217432110444
4116.56103515625	0.001982405717156048
4116.76123046875	0.0020214268644757945
4116.96142578125	0.0020375610366927506
4117.16162109375	0.0020653972216200978
4117.361328125	0.0020909471090724122
4117.5615234375	0.0021157366628961408
4117.76171875	0.0021512139670487457
4117.96142578125	0.0021770270075250077
4118.16162109375	0.002202079753348648
4118.36181640625	0.0022090700756104693
4118.5615234375	0.0022328547830424827
4118.76171875	0.002284888198101748
4118.9619140625	0.0022839950661251796
4119.162109375	0.0023449445853572356
4119.36181640625	0.002357797830841144
4119.56201171875	0.002384906429394839
4119.76220703125	0.0024186359166583136
4119.9619140625	0.002458223284183098
4120.0	0.0024664815096041553
4120.162109375	0.002501598534637665
4120.3623046875	0.0025085648841678657
4120.5625	0.0025651756858862907
4120.76220703125	0.0025711261632972455
4120.96240234375	0.0026287615268598447
4121.16259765625	0.00267443480283069
4121.3623046875	0.002693120996374749
4121.5625	0.002727086956136321
4121.7626953125	0.0027653838992656708
4121.96240234375	0.002801901388330447
4122.16259765625	0.0028424959286471227
4122.36279296875	0.002869851185913374
4122.56298828125	0.002915799707298267
4122.7626953125	0.0029495262317539173
4122.962890625	0.002985548097033794
4123.1630859375	0.003009601079591041
4123.36279296875	0.003082306305665952
